"Symbol","Name","IPOyear","Sector","Industry"
"BRCM","Broadcom Corporation","1998","Technology","Semiconductors"
"BSFT","BroadSoft, Inc.","2010","Technology","Computer Software: Prepackaged Software"
"BVSN","BroadVision, Inc.","1996","Technology","Computer Software: Prepackaged Software"
"BYFC","Broadway Financial Corporation","n/a","Finance","Savings Institutions"
"BWEN","Broadwind Energy, Inc.","n/a","Capital Goods","Metal Fabrications"
"BRCD","Brocade Communications Systems, Inc.","1999","Technology","Computer peripheral equipment"
"BRKL","Brookline Bancorp, Inc.","n/a","Finance","Savings Institutions"
"BRKS","Brooks Automation, Inc.","1995","Technology","Industrial Machinery/Components"
"BRKR","Bruker Corporation","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"BMTC","Bryn Mawr Bank Corporation","n/a","Finance","Major Banks"
"BLMT","BSB Bancorp, Inc.","n/a","Finance","Major Banks"
"BSDM","BSD Medical Corporation","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus"
"BSQR","BSQUARE Corporation","1999","Miscellaneous","Business Services"
"BTUI","BTU International, Inc.","1989","Technology","Industrial Machinery/Components"
"BWLD","Buffalo Wild Wings, Inc.","2003","Consumer Services","Restaurants"
"BLDR","Builders FirstSource, Inc.","2005","Consumer Services","RETAIL: Building Materials"
"BUR","Burcon Nutrascience Corp","1992","Miscellaneous","Multi-Sector Companies"
"CFFI","C&F Financial Corporation","n/a","Finance","Major Banks"
"CHRW","C.H. Robinson Worldwide, Inc.","1997","Transportation","Oil Refining/Marketing"
"CA","CA Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"CCMP","Cabot Microelectronics Corporation","2000","Technology","Semiconductors"
"CACH","Cache, Inc.","n/a","Consumer Services","Clothing/Shoe/Accessory Stores"
"CDNS","Cadence Design Systems, Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"CADX","Cadence Pharmaceuticals, Inc.","1985","Health Care","Major Pharmaceuticals"
"CDZI","Cadiz, Inc.","n/a","Public Utilities","Water Supply"
"CZR","Caesars Entertainment Corporation","n/a","Consumer Services","Hotels/Resorts"
"CSTE","CaesarStone Sdot-Yam Ltd.","n/a","Capital Goods","Building Materials"
"PRSS","CafePress Inc.","n/a","Consumer Services","Other Specialty Stores"
"CLMS","Calamos Asset Management, Inc.","2004","Finance","Investment Bankers/Brokers/Service"
"CHY","Calamos Convertible and High Income Fund","1991","n/a","n/a"
"CHI","Calamos Convertible Opportunities and Income Fund","2002","n/a","n/a"
"CHW","Calamos Global Dynamic Income Fund","1986","n/a","n/a"
"CGO","Calamos Global Total Return Fund","2005","n/a","n/a"
"CSQ","Calamos Strategic Total Return Fund","2004","n/a","n/a"
"CAMP","CalAmp Corp.","1983","Technology","Radio And Television Broadcasting And Communications Equipment"
"CVGW","Calavo Growers, Inc.","n/a","Consumer Non-Durables","Farming/Seeds/Milling"
"CFNB","California First National Bancorp","n/a","Finance","Major Banks"
"CALD","Callidus Software, Inc.","2000","Technology","EDP Services"
"CALM","Cal-Maine Foods, Inc.","1996","Consumer Non-Durables","Farming/Seeds/Milling"
"CLMT","Calumet Specialty Products Partners, L.P.","1996","Energy","Integrated oil Companies"
"ABCD","Cambium Learning Group, Inc.","n/a","Consumer Services","Publishing"
"CAFI","Camco Financial Corporation","n/a","Finance","Banks"
"CAC","Camden National Corporation","1987","Finance","Major Banks"
"CAMT","Camtek Ltd.","2000","Capital Goods","Electronic Components"
"CSIQ","Canadian Solar Inc.","2006","Technology","Semiconductors"
"CGIX","Cancer Genetics, Inc.","1995","Health Care","Medical Specialities"
"CPHC","Canterbury Park Holding Corporation","n/a","Consumer Services","Services-Misc. Amusement & Recreation"
"CBNJ","Cape Bancorp, Inc.","n/a","Finance","Major Banks"
"CPLA","Capella Education Company","2006","Consumer Services","Other Consumer Services"
"CBF","Capital Bank Financial Corp.","1970","Finance","Major Banks"
"CCBG","Capital City Bank Group","n/a","Finance","Major Banks"
"CPLP","Capital Product Partners L.P.","2007","Transportation","Marine Transportation"
"CSWC","Capital Southwest Corporation","n/a","n/a","n/a"
"CLAC","Capitol Acquisition Corp. II","n/a","Finance","Business Services"
"CLACU","Capitol Acquisition Corp. II","n/a","Finance","Business Services"
"CLACW","Capitol Acquisition Corp. II","n/a","Finance","Business Services"
"CFFN","Capitol Federal Financial, Inc.","n/a","Finance","Savings Institutions"
"CPST","Capstone Turbine Corporation","1986","Energy","Industrial Machinery/Components"
"CARB","Carbonite, Inc.","1992","Technology","EDP Services"
"CRDC","Cardica, Inc.","2006","Health Care","Medical/Dental Instruments"
"CFNL","Cardinal Financial Corporation","1998","Finance","Major Banks"
"CRME","Cardiome Pharma Corporation","n/a","Health Care","Major Pharmaceuticals"
"CSII","Cardiovascular Systems, Inc.","1981","Health Care","Medical/Dental Instruments"
"CATM","Cardtronics, Inc.","2007","Miscellaneous","Business Services"
"CECO","Career Education Corporation","1998","Consumer Services","Other Consumer Services"
"CKEC","Carmike Cinemas, Inc.","n/a","Consumer Services","Movies/Entertainment"
"CLBH","Carolina Bank Holdings Inc.","n/a","Finance","Major Banks"
"CART","Carolina Trust Bank","n/a","n/a","n/a"
"CRZO","Carrizo Oil & Gas, Inc.","1997","Energy","Oil & Gas Production"
"CRRB","Carrollton Bancorp","n/a","Finance","Major Banks"
"TAST","Carrols Restaurant Group, Inc.","2006","Consumer Services","Restaurants"
"CARV","Carver Bancorp, Inc.","n/a","Finance","Savings Institutions"
"CASM","CAS Medical Systems, Inc.","n/a","Health Care","Medical/Dental Instruments"
"CACB","Cascade Bancorp","n/a","Finance","Major Banks"
"CSCD","Cascade Microtech, Inc.","2004","Capital Goods","Electrical Products"
"CWST","Casella Waste Systems, Inc.","1997","Public Utilities","Environmental Services"
"CASY","Caseys General Stores, Inc.","1983","Consumer Durables","Automotive Aftermarket"
"CASS","Cass Information Systems, Inc","n/a","Miscellaneous","Business Services"
"CPRX","Catalyst Pharmaceutical Partners, Inc.","2006","Health Care","Major Pharmaceuticals"
"CTRX","Catamaran Corporation","2004","Finance","Specialty Insurers"
"CATY","Cathay General Bancorp","n/a","Finance","Major Banks"
"CVCO","Cavco Industries, Inc.","n/a","Basic Industries","Homebuilding"
"CAVM","Cavium, Inc.","2007","Technology","Semiconductors"
"CBEY","Cbeyond, Inc.","2005","Public Utilities","Telecommunications Equipment"
"CBOE","CBOE Holdings, Inc.","2010","Finance","Investment Bankers/Brokers/Service"
"CDW","CDW Corporation","n/a","Consumer Services","Catalog/Specialty Distribution"
"CECE","CECO Environmental Corp.","n/a","Capital Goods","Pollution Control Equipment"
"CELG","Celgene Corporation","1987","Health Care","Major Pharmaceuticals"
"CELGZ","Celgene Corporation","n/a","Health Care","Major Pharmaceuticals"
"CTIC","Cell Therapeutics, Inc.","1997","Health Care","Major Pharmaceuticals"
"CLDX","Celldex Therapeutics, Inc.","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances"
"ICEL","Cellular Dynamics International, Inc.","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"CLSN","Celsion Corporation","n/a","Health Care","Major Pharmaceuticals"
"CEMP","Cempra, Inc.","n/a","Health Care","Major Pharmaceuticals"
"CNBC","Center Bancorp, Inc.","n/a","Finance","Major Banks"
"CSFL","CenterState Banks, Inc.","n/a","Finance","Major Banks"
"CETV","Central European Media Enterprises Ltd.","1994","Consumer Services","Broadcasting"
"CFBK","Central Federal Corporation","n/a","Finance","Savings Institutions"
"CENT","Central Garden & Pet Company","1993","Consumer Durables","Consumer Specialties"
"CENTA","Central Garden & Pet Company","n/a","Consumer Durables","Consumer Specialties"
"CVCY","Central Valley Community Bancorp","n/a","Finance","Major Banks"
"CENX","Century Aluminum Company","1996","Basic Industries","Aluminum"
"CNBKA","Century Bancorp, Inc.","1987","Finance","Major Banks"
"CNTY","Century Casinos, Inc.","1977","Consumer Services","Hotels/Resorts"
"CPHD","CEPHEID","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"CRNT","Ceragon Networks Ltd.","1991","Technology","Radio And Television Broadcasting And Communications Equipment"
"CERE","Ceres, Inc.","n/a","Consumer Non-Durables","Farming/Seeds/Milling"
"CERN","Cerner Corporation","1986","Technology","EDP Services"
"CERS","Cerus Corporation","1997","Health Care","Medical/Dental Instruments"
"CEVA","CEVA, Inc.","n/a","Technology","Semiconductors"
"CITZ","CFS Bancorp, Inc.","n/a","Finance","Savings Institutions"
"CYOU","Changyou.com Limited","2009","Technology","Computer Software: Prepackaged Software"
"HOTR","Chanticleer Holdings, Inc.","n/a","Consumer Services","Professional Services"
"HOTRW","Chanticleer Holdings, Inc.","n/a","Consumer Services","Professional Services"
"CTHR","Charles & Colvard Ltd","1980","Consumer Durables","Consumer Specialties"
"CHRM","Charm Communications Inc.","2010","Technology","Advertising"
"CACG","Chart Acquisition Corp.","n/a","Finance","Business Services"
"CACGU","Chart Acquisition Corp.","n/a","Finance","Business Services"
"CACGW","Chart Acquisition Corp.","n/a","Finance","Business Services"
"GTLS","Chart Industries, Inc.","2006","Capital Goods","Metal Fabrications"
"CHTR","Charter Communications, Inc.","1999","Consumer Services","Television Services"
"CHFN","Charter Financial Corp.","2010","Finance","Savings Institutions"
"CHKP","Check Point Software Technologies Ltd.","1996","Technology","Computer Software: Prepackaged Software"
"CHTP","Chelsea Therapeutics International, Ltd.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"CEMI","Chembio Diagnostics, Inc.","n/a","Health Care","Major Pharmaceuticals"
"CHFC","Chemical Financial Corporation","n/a","Finance","Major Banks"
"CCXI","ChemoCentryx, Inc.","n/a","Health Care","Major Pharmaceuticals"
"CHMG","Chemung Financial Corp","n/a","Finance","Major Banks"
"CHKE","Cherokee Inc.","1983","Consumer Non-Durables","Apparel"
"CHEV","Cheviot Financial Corp","2004","Finance","Savings Institutions"
"CBNK","Chicopee Bancorp, Inc.","n/a","Finance","Banks"
"CMRX","Chimerix, Inc.","n/a","Health Care","Major Pharmaceuticals"
"CADC","China Advanced Construction Materials Group, Inc.","n/a","Basic Industries","Engineering & Construction"
"CALI","China Auto Logistics Inc.","n/a","Consumer Services","Motor Vehicles"
"CAAS","China Automotive Systems, Inc.","n/a","Capital Goods","Auto Parts:O.E.M."
"CBAK","China BAK Battery, Inc.","n/a","Energy","Industrial Machinery/Components"
"CBPO","China Biologic Products, Inc.","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)"
"CCCL","China Ceramics Co., Ltd.","n/a","Capital Goods","Building Materials"
"CCCR","China Commercial Credit, Inc.","n/a","Finance","Major Banks"
"JRJC","China Finance Online Co. Limited","2004","Miscellaneous","Business Services"
"CHOP","China Gerui Advanced Materials Group Limited","n/a","Capital Goods","Steel/Iron Ore"
"HGSH","China HGS Real Estate, Inc.","n/a","Finance","Real Estate"
"CHLN","China Housing & Land Development, Inc.","1984","Basic Industries","Homebuilding"
"CNIT","China Information Technology, Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"CJJD","China Jo-Jo Drugstores, Inc.","n/a","Health Care","Other Pharmaceuticals"
"HTHT","China Lodging Group, Limited","2010","Consumer Services","Hotels/Resorts"
"CMGE","China Mobile Games and Entertainment Group Limited","n/a","Technology","Computer Software: Prepackaged Software"
"CHNR","China Natural Resources, Inc.","n/a","Basic Industries","Precious Metals"
"CPSL","China Precision Steel, Inc.","n/a","Basic Industries","Steel/Iron Ore"
"CREG","China Recycling Energy Corporation","1996","Miscellaneous","Business Services"
"CPGI","China Shengda Packaging Group, Inc.","2010","Consumer Durables","Containers/Packaging"
"CSUN","China Sunergy Co., Ltd.","2007","Technology","Semiconductors"
"CNTF","China TechFaith Wireless Communication Technology Limited","2005","Miscellaneous","Business Services"
"CXDC","China XD Plastics Company Limited","n/a","Capital Goods","Containers/Packaging"
"CNYD","China Yida Holding, Co.","n/a","Consumer Services","Advertising"
"CCIH","ChinaCache International Holdings Ltd.","2010","Technology","EDP Services"
"CEDU","ChinaEdu Corporation","2007","Consumer Services","Other Consumer Services"
"CNET","ChinaNet Online Holdings, Inc.","1996","Technology","Advertising"
"CHDX","Chindex International, Inc.","1994","Health Care","Medical Specialities"
"IMOS","ChipMOS TECHNOLOGIES (Bermuda) LTD.","n/a","Technology","Semiconductors"
"CHSCP","CHS Inc","n/a","Consumer Services","Farming/Seeds/Milling"
"CHDN","Churchill Downs, Incorporated","n/a","Consumer Services","Services-Misc. Amusement & Recreation"
"CHUY","Chuy&#39;s Holdings, Inc.","n/a","Consumer Services","Restaurants"
"CHYR","ChyronHego Corporation","n/a","Miscellaneous","Industrial Machinery/Components"
"CIEN","CIENA Corporation","1997","Public Utilities","Telecommunications Equipment"
"CIFC","CIFC Corp.","n/a","Finance","Finance: Consumer Services"
"CIMT","Cimatron, Limited","1996","Technology","EDP Services"
"CINF","Cincinnati Financial Corporation","n/a","Finance","Property-Casualty Insurers"
"CIDM","Cinedigm Digital Cinema Corp","n/a","Miscellaneous","Business Services"
"CTAS","Cintas Corporation","1983","Consumer Non-Durables","Apparel"
"CRUS","Cirrus Logic, Inc.","1989","Technology","Semiconductors"
"CISAA","CIS Acquisition Ltd.","n/a","Finance","Business Services"
"CISAU","CIS Acquisition Ltd.","n/a","Finance","Business Services"
"CISAW","CIS Acquisition Ltd.","n/a","Finance","Business Services"
"CSCO","Cisco Systems, Inc.","1990","Technology","Computer Communications Equipment"
"CTRN","Citi Trends, Inc.","1995","Consumer Services","Clothing/Shoe/Accessory Stores"
"CZNC","Citizens & Northern Corp","n/a","Finance","Major Banks"
"CZWI","Citizens Community Bancorp, Inc.","n/a","Finance","Savings Institutions"
"CZFC","Citizens First Corporation","n/a","Finance","Major Banks"
"CIZN","Citizens Holding Company","n/a","Finance","Major Banks"
"CTXS","Citrix Systems, Inc.","1995","Technology","Computer Software: Prepackaged Software"
"CHCO","City Holding Company","n/a","Finance","Major Banks"
"CWEI","Clayton Williams Energy, Inc.","1993","Energy","Oil & Gas Production"
"CDTI","Clean Diesel Technologies, Inc.","n/a","Capital Goods","Pollution Control Equipment"
"CLNE","Clean Energy Fuels Corp.","2007","Public Utilities","Natural Gas Distribution"
"CLNT","Cleantech Solutions International, Inc.","1994","Technology","Industrial Machinery/Components"
"CLFD","Clearfield, Inc.","n/a","Public Utilities","Telecommunications Equipment"
"CLRO","ClearOne, Inc.","n/a","Technology","Radio And Television Broadcasting And Communications Equipment"
"CLIR","ClearSign Combustion Corporation","n/a","Capital Goods","Industrial Machinery/Components"
"CBLI","Cleveland BioLabs, Inc.","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch"
"CKSW","ClickSoftware Technologies Ltd.","2000","Technology","Computer Software: Prepackaged Software"
"CSBK","Clifton Savings Bancorp, Inc.","n/a","Finance","Savings Institutions"
"CLVS","Clovis Oncology, Inc.","n/a","Health Care","Major Pharmaceuticals"
"CME","CME Group Inc.","2002","Finance","Investment Bankers/Brokers/Service"
"CMSB","CMS Bancorp, Inc.","n/a","Finance","Banks"
"CCNE","CNB Financial Corporation","n/a","Finance","Major Banks"
"CISG","CNinsure Inc.","2007","Finance","Specialty Insurers"
"COA","Coastal Contacts Inc","n/a","Health Care","Ophthalmic Goods"
"COBZ","CoBiz Financial Inc.","1998","Finance","Major Banks"
"COBR","Cobra Electronics Corporation","n/a","Technology","Radio And Television Broadcasting And Communications Equipment"
"COKE","Coca-Cola Bottling Co. Consolidated","1972","Consumer Non-Durables","Beverages (Production/Distribution)"
"CDXS","Codexis, Inc.","2010","Basic Industries","Major Chemicals"
"CVLY","Codorus Valley Bancorp, Inc","n/a","Finance","Savings Institutions"
"JVA","Coffee Holding Co., Inc.","2005","Consumer Non-Durables","Beverages (Production/Distribution)"
"CCOI","Cogent Communications Group, Inc.","n/a","Technology","Computer Software: Prepackaged Software"
"CGNX","Cognex Corporation","1989","Capital Goods","Industrial Machinery/Components"
"CTSH","Cognizant Technology Solutions Corporation","1998","Technology","EDP Services"
"COGO","Cogo Group, Inc.","n/a","Capital Goods","Electrical Products"
"COHR","Coherent, Inc.","1970","Capital Goods","Biotechnology: Laboratory Analytical Instruments"
"COHU","Cohu, Inc.","n/a","Capital Goods","Electrical Products"
